# in-gate IPC production spectrum (reweighted). t_ms=arrival time; dNdt in IPC pairs/pulse/ms; cdf=fraction of in-gate IPC with arrival<=t; E_eV=neutron energy
# integral(dNdt dt)= 7.182371e-05 IPC/pulse in-gate; ×1.929e+04 pulses/day; ×0.0021 capt→IPC; ×0.025 X17/IPC
t_ms,dNdt_ipc_per_pulse_per_ms,cdf,E_eV
1.289281e+01,7.842511e-07,9.619158e-01,1.196034e-02
1.292998e+01,7.747832e-07,9.623193e-01,1.189166e-02
1.296726e+01,7.654296e-07,9.627190e-01,1.182338e-02
1.300465e+01,7.561890e-07,9.631150e-01,1.175550e-02
1.304214e+01,7.470599e-07,9.635074e-01,1.168800e-02
1.307975e+01,7.380410e-07,9.638962e-01,1.162089e-02
1.311746e+01,7.291310e-07,9.642814e-01,1.155417e-02
1.315528e+01,7.203286e-07,9.646630e-01,1.148783e-02
1.319321e+01,7.116324e-07,9.650411e-01,1.142187e-02
1.323125e+01,7.030412e-07,9.654158e-01,1.135629e-02
1.326940e+01,6.945538e-07,9.657869e-01,1.129108e-02
1.330766e+01,6.861688e-07,9.661547e-01,1.122625e-02
1.334603e+01,6.777449e-07,9.665190e-01,1.116179e-02
1.338451e+01,6.694100e-07,9.668799e-01,1.109771e-02
1.342310e+01,6.611777e-07,9.672373e-01,1.103399e-02
1.346181e+01,6.530466e-07,9.675914e-01,1.097063e-02
1.350062e+01,6.450155e-07,9.679422e-01,1.090764e-02
1.353955e+01,6.370831e-07,9.682896e-01,1.084501e-02
1.357858e+01,6.292483e-07,9.686337e-01,1.078274e-02
1.361773e+01,6.215099e-07,9.689746e-01,1.072083e-02
1.365700e+01,6.138666e-07,9.693123e-01,1.065928e-02
1.369638e+01,6.063173e-07,9.696468e-01,1.059807e-02
1.373587e+01,5.988609e-07,9.699781e-01,1.053722e-02
1.377547e+01,5.914962e-07,9.703063e-01,1.047672e-02
1.381519e+01,5.842220e-07,9.706314e-01,1.041657e-02
1.385502e+01,5.770374e-07,9.709534e-01,1.035676e-02
1.389497e+01,5.699410e-07,9.712724e-01,1.029729e-02
1.393503e+01,5.629320e-07,9.715883e-01,1.023817e-02
1.397521e+01,5.560091e-07,9.719013e-01,1.017938e-02
1.401551e+01,5.491714e-07,9.722113e-01,1.012094e-02
1.405592e+01,5.424177e-07,9.725184e-01,1.006282e-02
1.409644e+01,5.357472e-07,9.728226e-01,1.000505e-02
1.413709e+01,5.291586e-07,9.731239e-01,9.947600e-03
1.417785e+01,5.226511e-07,9.734223e-01,9.890484e-03
1.421873e+01,5.162237e-07,9.737180e-01,9.833695e-03
1.425972e+01,5.098752e-07,9.740108e-01,9.777233e-03
1.430084e+01,5.036049e-07,9.743009e-01,9.721095e-03
1.434207e+01,4.974116e-07,9.745882e-01,9.665279e-03
1.438342e+01,4.912946e-07,9.748728e-01,9.609784e-03
1.442490e+01,4.852527e-07,9.751548e-01,9.554607e-03
1.446649e+01,4.792852e-07,9.754340e-01,9.499747e-03
1.450820e+01,4.733911e-07,9.757107e-01,9.445203e-03
1.455003e+01,4.675694e-07,9.759847e-01,9.390971e-03
1.459198e+01,4.618193e-07,9.762561e-01,9.337051e-03
1.463405e+01,4.561400e-07,9.765250e-01,9.283440e-03
1.467625e+01,4.505304e-07,9.767913e-01,9.230137e-03
1.471856e+01,4.449899e-07,9.770551e-01,9.177140e-03
1.476100e+01,4.395175e-07,9.773164e-01,9.124448e-03
1.480356e+01,4.341124e-07,9.775753e-01,9.072058e-03
1.484624e+01,4.287738e-07,9.778316e-01,9.019968e-03
1.488905e+01,4.235009e-07,9.780856e-01,8.968178e-03
1.493198e+01,4.182928e-07,9.783372e-01,8.916686e-03
1.497503e+01,4.123557e-07,9.785861e-01,8.865488e-03
1.501821e+01,4.064338e-07,9.788323e-01,8.814585e-03
1.506151e+01,4.005970e-07,9.790755e-01,8.763974e-03
1.510494e+01,3.948439e-07,9.793160e-01,8.713654e-03
1.514849e+01,3.891735e-07,9.795537e-01,8.663623e-03
1.519217e+01,3.835846e-07,9.797887e-01,8.613879e-03
1.523597e+01,3.780759e-07,9.800209e-01,8.564420e-03
1.527990e+01,3.726463e-07,9.802505e-01,8.515246e-03
1.532396e+01,3.672946e-07,9.804774e-01,8.466354e-03
1.536814e+01,3.620199e-07,9.807018e-01,8.417742e-03
1.541245e+01,3.568209e-07,9.809235e-01,8.369410e-03
1.545689e+01,3.516965e-07,9.811427e-01,8.321355e-03
1.550146e+01,3.466458e-07,9.813594e-01,8.273576e-03
1.554615e+01,3.416675e-07,9.815735e-01,8.226072e-03
1.559097e+01,3.367608e-07,9.817852e-01,8.178840e-03
1.563593e+01,3.319245e-07,9.819945e-01,8.131879e-03
1.568101e+01,3.271577e-07,9.822013e-01,8.085188e-03
1.572622e+01,3.224594e-07,9.824058e-01,8.038766e-03
1.577157e+01,3.178285e-07,9.826079e-01,7.992609e-03
1.581704e+01,3.132642e-07,9.828077e-01,7.946718e-03
1.586264e+01,3.087654e-07,9.830052e-01,7.901090e-03
1.590838e+01,3.043312e-07,9.832004e-01,7.855724e-03
1.595425e+01,2.999606e-07,9.833933e-01,7.810619e-03
1.600025e+01,2.956529e-07,9.835841e-01,7.765773e-03
1.604638e+01,2.914070e-07,9.837726e-01,7.721184e-03
1.609265e+01,2.872221e-07,9.839590e-01,7.676851e-03
1.613905e+01,2.830974e-07,9.841432e-01,7.632773e-03
1.618558e+01,2.790318e-07,9.843253e-01,7.588947e-03
1.623225e+01,2.750246e-07,9.845053e-01,7.545374e-03
1.627905e+01,2.710750e-07,9.846832e-01,7.502050e-03
1.632599e+01,2.671820e-07,9.848591e-01,7.458976e-03
1.637306e+01,2.633450e-07,9.850329e-01,7.416148e-03
1.642027e+01,2.595631e-07,9.852048e-01,7.373567e-03
1.646761e+01,2.558355e-07,9.853747e-01,7.331230e-03
1.651510e+01,2.521614e-07,9.855426e-01,7.289136e-03
1.656271e+01,2.485401e-07,9.857085e-01,7.247284e-03
1.661047e+01,2.449708e-07,9.858726e-01,7.205672e-03
1.665836e+01,2.414527e-07,9.860348e-01,7.164299e-03
1.670639e+01,2.379852e-07,9.861951e-01,7.123164e-03
1.675456e+01,2.345675e-07,9.863536e-01,7.082265e-03
1.680287e+01,2.310329e-07,9.865101e-01,7.041600e-03
1.685132e+01,2.275395e-07,9.866648e-01,7.001169e-03
1.689990e+01,2.240989e-07,9.868176e-01,6.960971e-03
1.694863e+01,2.207103e-07,9.869684e-01,6.921003e-03
1.699750e+01,2.173729e-07,9.871175e-01,6.881264e-03
1.704651e+01,2.140861e-07,9.872647e-01,6.841754e-03
1.709566e+01,2.108490e-07,9.874101e-01,6.802471e-03
1.714495e+01,2.076608e-07,9.875537e-01,6.763413e-03
1.719438e+01,2.045208e-07,9.876955e-01,6.724579e-03
1.724396e+01,2.014283e-07,9.878356e-01,6.685969e-03
1.729368e+01,1.983825e-07,9.879740e-01,6.647580e-03
1.734354e+01,1.953828e-07,9.881107e-01,6.609411e-03
1.739355e+01,1.924285e-07,9.882457e-01,6.571462e-03
1.744370e+01,1.895188e-07,9.883790e-01,6.533730e-03
1.749399e+01,1.866530e-07,9.885107e-01,6.496215e-03
1.754443e+01,1.838307e-07,9.886408e-01,6.458916e-03
1.759502e+01,1.810510e-07,9.887693e-01,6.421831e-03
1.764575e+01,1.783133e-07,9.888962e-01,6.384958e-03
1.769663e+01,1.756171e-07,9.890216e-01,6.348298e-03
1.774765e+01,1.729616e-07,9.891454e-01,6.311848e-03
1.779882e+01,1.703463e-07,9.892677e-01,6.275607e-03
1.785014e+01,1.677705e-07,9.893885e-01,6.239574e-03
1.790161e+01,1.652337e-07,9.895078e-01,6.203748e-03
1.795322e+01,1.627353e-07,9.896257e-01,6.168128e-03
1.800499e+01,1.602747e-07,9.897421e-01,6.132712e-03
1.805690e+01,1.578512e-07,9.898570e-01,6.097500e-03
1.810896e+01,1.554644e-07,9.899706e-01,6.062490e-03
1.816118e+01,1.531136e-07,9.900828e-01,6.027681e-03
1.821354e+01,1.507984e-07,9.901935e-01,5.993071e-03
1.826606e+01,1.485181e-07,9.903030e-01,5.958661e-03
1.831872e+01,1.462724e-07,9.904110e-01,5.924448e-03
1.837154e+01,1.440607e-07,9.905178e-01,5.890432e-03
1.842451e+01,1.418824e-07,9.906232e-01,5.856610e-03
1.847763e+01,1.397370e-07,9.907274e-01,5.822983e-03
1.853091e+01,1.376241e-07,9.908303e-01,5.789549e-03
1.858434e+01,1.355432e-07,9.909319e-01,5.756307e-03
1.863792e+01,1.334937e-07,9.910322e-01,5.723256e-03
1.869166e+01,1.314752e-07,9.911313e-01,5.690395e-03
1.874555e+01,1.294872e-07,9.912293e-01,5.657722e-03
1.879960e+01,1.275293e-07,9.913260e-01,5.625237e-03
1.885381e+01,1.260008e-07,9.914216e-01,5.592939e-03
1.890817e+01,1.245143e-07,9.915164e-01,5.560826e-03
1.896269e+01,1.230454e-07,9.916104e-01,5.528897e-03
1.901736e+01,1.215937e-07,9.917035e-01,5.497152e-03
1.907219e+01,1.201592e-07,9.917958e-01,5.465589e-03
1.912718e+01,1.187417e-07,9.918872e-01,5.434207e-03
1.918233e+01,1.173408e-07,9.919779e-01,5.403005e-03
1.923764e+01,1.159565e-07,9.920677e-01,5.371983e-03
1.929311e+01,1.145885e-07,9.921567e-01,5.341138e-03
1.934874e+01,1.132367e-07,9.922449e-01,5.310471e-03
1.940452e+01,1.119008e-07,9.923324e-01,5.279980e-03
1.946047e+01,1.105806e-07,9.924190e-01,5.249663e-03
1.951658e+01,1.092761e-07,9.925049e-01,5.219521e-03
1.957285e+01,1.079869e-07,9.925900e-01,5.189552e-03
1.962929e+01,1.067129e-07,9.926744e-01,5.159755e-03
1.968589e+01,1.054540e-07,9.927580e-01,5.130130e-03
1.974265e+01,1.042099e-07,9.928408e-01,5.100674e-03
1.979957e+01,1.029805e-07,9.929229e-01,5.071387e-03
1.985666e+01,1.017655e-07,9.930043e-01,5.042269e-03
1.991391e+01,1.005650e-07,9.930849e-01,5.013317e-03
1.997133e+01,9.937854e-08,9.931648e-01,4.984532e-03
2.002891e+01,9.820614e-08,9.932440e-01,4.955913e-03
2.008666e+01,9.704757e-08,9.933225e-01,4.927457e-03
2.014457e+01,9.590267e-08,9.934003e-01,4.899165e-03
2.020266e+01,9.477127e-08,9.934774e-01,4.871035e-03
2.026091e+01,9.365322e-08,9.935538e-01,4.843067e-03
2.031932e+01,9.254836e-08,9.936296e-01,4.815260e-03
2.037791e+01,9.145654e-08,9.937046e-01,4.787612e-03
2.043667e+01,9.037759e-08,9.937790e-01,4.760123e-03
2.049559e+01,8.931138e-08,9.938527e-01,4.732792e-03
2.055468e+01,8.825774e-08,9.939257e-01,4.705617e-03
2.061395e+01,8.721654e-08,9.939981e-01,4.678599e-03
2.067339e+01,8.618761e-08,9.940699e-01,4.651736e-03
2.073299e+01,8.517083e-08,9.941410e-01,4.625027e-03
2.079277e+01,8.416605e-08,9.942115e-01,4.598471e-03
2.085272e+01,8.317312e-08,9.942813e-01,4.572068e-03
2.091285e+01,8.219191e-08,9.943505e-01,4.545816e-03
2.097314e+01,8.122227e-08,9.944191e-01,4.519716e-03
2.103362e+01,8.026407e-08,9.944871e-01,4.493765e-03
2.109426e+01,7.931718e-08,9.945545e-01,4.467963e-03
2.115508e+01,7.846562e-08,9.946213e-01,4.442309e-03
2.121608e+01,7.762701e-08,9.946875e-01,4.416803e-03
2.127725e+01,7.679736e-08,9.947533e-01,4.391443e-03
2.133860e+01,7.597658e-08,9.948186e-01,4.366228e-03
2.140012e+01,7.516457e-08,9.948833e-01,4.341158e-03
2.146183e+01,7.436125e-08,9.949475e-01,4.316233e-03
2.152371e+01,7.356650e-08,9.950112e-01,4.291450e-03
2.158577e+01,7.278025e-08,9.950745e-01,4.266810e-03
2.164800e+01,7.200241e-08,9.951372e-01,4.242311e-03
2.171042e+01,7.123286e-08,9.951994e-01,4.217953e-03
2.177302e+01,7.047155e-08,9.952612e-01,4.193735e-03
2.183580e+01,6.971837e-08,9.953225e-01,4.169655e-03
2.189875e+01,6.897324e-08,9.953832e-01,4.145714e-03
2.196190e+01,6.823607e-08,9.954435e-01,4.121911e-03
2.202522e+01,6.750678e-08,9.955034e-01,4.098244e-03
2.208872e+01,6.678529e-08,9.955628e-01,4.074713e-03
2.215241e+01,6.607151e-08,9.956217e-01,4.051317e-03
2.221628e+01,6.536537e-08,9.956801e-01,4.028056e-03
2.228034e+01,6.466678e-08,9.957381e-01,4.004928e-03
2.234458e+01,6.397565e-08,9.957956e-01,3.981933e-03
2.240900e+01,6.329191e-08,9.958527e-01,3.959069e-03
2.247362e+01,6.261548e-08,9.959093e-01,3.936338e-03
2.253841e+01,6.194627e-08,9.959655e-01,3.913736e-03
2.260340e+01,6.128422e-08,9.960213e-01,3.891265e-03
2.266857e+01,6.062924e-08,9.960766e-01,3.868922e-03
2.273393e+01,5.998126e-08,9.961315e-01,3.846708e-03
2.279948e+01,5.934021e-08,9.961859e-01,3.824621e-03
2.286522e+01,5.870601e-08,9.962399e-01,3.802661e-03
2.293114e+01,5.807858e-08,9.962935e-01,3.780827e-03
2.299726e+01,5.745786e-08,9.963467e-01,3.759119e-03
2.306357e+01,5.684377e-08,9.963995e-01,3.737535e-03
2.313007e+01,5.623624e-08,9.964518e-01,3.716075e-03
2.319676e+01,5.563521e-08,9.965037e-01,3.694739e-03
2.326364e+01,5.504061e-08,9.965553e-01,3.673525e-03
2.333071e+01,5.445236e-08,9.966064e-01,3.652432e-03
2.339798e+01,5.387040e-08,9.966571e-01,3.631461e-03
2.346545e+01,5.329467e-08,9.967075e-01,3.610610e-03
2.353310e+01,5.272508e-08,9.967574e-01,3.589879e-03
2.360096e+01,5.216158e-08,9.968069e-01,3.569267e-03
2.366900e+01,5.160410e-08,9.968561e-01,3.548773e-03
2.373725e+01,5.098047e-08,9.969048e-01,3.528397e-03
2.380569e+01,5.036208e-08,9.969531e-01,3.508138e-03
2.387433e+01,4.975119e-08,9.970010e-01,3.487995e-03
2.394316e+01,4.914771e-08,9.970483e-01,3.467968e-03
2.401220e+01,4.855155e-08,9.970953e-01,3.448056e-03
2.408143e+01,4.796262e-08,9.971418e-01,3.428258e-03
2.415087e+01,4.738083e-08,9.971879e-01,3.408574e-03
2.422050e+01,4.680610e-08,9.972336e-01,3.389003e-03
2.429034e+01,4.623835e-08,9.972788e-01,3.369545e-03
2.436037e+01,4.567748e-08,9.973236e-01,3.350198e-03
2.443061e+01,4.512341e-08,9.973680e-01,3.330962e-03
2.450105e+01,4.457606e-08,9.974120e-01,3.311836e-03
2.457169e+01,4.403536e-08,9.974556e-01,3.292821e-03
2.464254e+01,4.350121e-08,9.974987e-01,3.273914e-03
2.471359e+01,4.297354e-08,9.975415e-01,3.255116e-03
2.478485e+01,4.245227e-08,9.975839e-01,3.236426e-03
2.485631e+01,4.193733e-08,9.976259e-01,3.217844e-03
2.492798e+01,4.142864e-08,9.976675e-01,3.199368e-03
2.499985e+01,4.092611e-08,9.977087e-01,3.180998e-03
2.507193e+01,4.042968e-08,9.977495e-01,3.162734e-03
2.514422e+01,3.993928e-08,9.977899e-01,3.144574e-03
2.521672e+01,3.945482e-08,9.978300e-01,3.126519e-03
2.528943e+01,3.897624e-08,9.978697e-01,3.108567e-03
2.536234e+01,3.850346e-08,9.979090e-01,3.090719e-03
2.543547e+01,3.803641e-08,9.979480e-01,3.072973e-03
2.550881e+01,3.757503e-08,9.979866e-01,3.055328e-03
2.558236e+01,3.711925e-08,9.980248e-01,3.037786e-03
2.565612e+01,3.666900e-08,9.980627e-01,3.020344e-03
2.573009e+01,3.622421e-08,9.981003e-01,3.003002e-03
2.580428e+01,3.578481e-08,9.981375e-01,2.985759e-03
2.587868e+01,3.535075e-08,9.981743e-01,2.968616e-03
2.595330e+01,3.492195e-08,9.982108e-01,2.951571e-03
2.602813e+01,3.449835e-08,9.982470e-01,2.934624e-03
2.610317e+01,3.407988e-08,9.982828e-01,2.917774e-03
2.617844e+01,3.366650e-08,9.983183e-01,2.901021e-03
2.625391e+01,3.325813e-08,9.983535e-01,2.884364e-03
2.632961e+01,3.285471e-08,9.983883e-01,2.867803e-03
2.640553e+01,3.245618e-08,9.984228e-01,2.851337e-03
2.648166e+01,3.206249e-08,9.984570e-01,2.834965e-03
2.655802e+01,3.167358e-08,9.984909e-01,2.818688e-03
2.663459e+01,3.122448e-08,9.985244e-01,2.802504e-03
2.671139e+01,3.078052e-08,9.985576e-01,2.786412e-03
2.678840e+01,3.034288e-08,9.985903e-01,2.770414e-03
2.686564e+01,2.991146e-08,9.986227e-01,2.754507e-03
2.694310e+01,2.948617e-08,9.986548e-01,2.738691e-03
2.702079e+01,2.906693e-08,9.986864e-01,2.722966e-03
2.709869e+01,2.865366e-08,9.987177e-01,2.707332e-03
2.717683e+01,2.824626e-08,9.987487e-01,2.691787e-03
2.725519e+01,2.784465e-08,9.987793e-01,2.676332e-03
2.733377e+01,2.744875e-08,9.988095e-01,2.660965e-03
2.741258e+01,2.705847e-08,9.988394e-01,2.645686e-03
2.749162e+01,2.667375e-08,9.988690e-01,2.630495e-03
2.757089e+01,2.629450e-08,9.988982e-01,2.615392e-03
2.765038e+01,2.592064e-08,9.989271e-01,2.600375e-03
2.773010e+01,2.555209e-08,9.989557e-01,2.585444e-03
2.781006e+01,2.518878e-08,9.989839e-01,2.570600e-03
2.789024e+01,2.483065e-08,9.990119e-01,2.555840e-03
2.797066e+01,2.447760e-08,9.990395e-01,2.541165e-03
2.805131e+01,2.412957e-08,9.990668e-01,2.526574e-03
2.813218e+01,2.378650e-08,9.990937e-01,2.512067e-03
2.821330e+01,2.344830e-08,9.991204e-01,2.497644e-03
2.829464e+01,2.311491e-08,9.991468e-01,2.483303e-03
2.837623e+01,2.278625e-08,9.991728e-01,2.469045e-03
2.845804e+01,2.246228e-08,9.991986e-01,2.454868e-03
2.854010e+01,2.214291e-08,9.992241e-01,2.440773e-03
2.862238e+01,2.182808e-08,9.992493e-01,2.426759e-03
2.870491e+01,2.151773e-08,9.992742e-01,2.412825e-03
2.878768e+01,2.121179e-08,9.992988e-01,2.398971e-03
2.887068e+01,2.091020e-08,9.993231e-01,2.385197e-03
2.895392e+01,2.061290e-08,9.993472e-01,2.371502e-03
2.903740e+01,2.031982e-08,9.993710e-01,2.357885e-03
2.912113e+01,2.003091e-08,9.993945e-01,2.344347e-03
2.920509e+01,1.974611e-08,9.994178e-01,2.330887e-03
2.928930e+01,1.946535e-08,9.994407e-01,2.317503e-03
2.937375e+01,1.918859e-08,9.994635e-01,2.304197e-03
2.945844e+01,1.891576e-08,9.994859e-01,2.290967e-03
2.954338e+01,1.864682e-08,9.995081e-01,2.277813e-03
2.962856e+01,1.838170e-08,9.995301e-01,2.264734e-03
2.971398e+01,1.812034e-08,9.995518e-01,2.251731e-03
2.979966e+01,1.786271e-08,9.995733e-01,2.238802e-03
2.988558e+01,1.781008e-08,9.995946e-01,2.225947e-03
2.997175e+01,1.775887e-08,9.996159e-01,2.213166e-03
3.005816e+01,1.770781e-08,9.996373e-01,2.200459e-03
3.014483e+01,1.765690e-08,9.996586e-01,2.187825e-03
3.023175e+01,1.760613e-08,9.996800e-01,2.175263e-03
3.031891e+01,1.755551e-08,9.997013e-01,2.162773e-03
3.040633e+01,1.750503e-08,9.997226e-01,2.150355e-03
3.049400e+01,1.745470e-08,9.997440e-01,2.138008e-03
3.058192e+01,1.740451e-08,9.997653e-01,2.125732e-03
3.067010e+01,1.735447e-08,9.997866e-01,2.113527e-03
3.075853e+01,1.730457e-08,9.998080e-01,2.101392e-03
3.084722e+01,1.725482e-08,9.998293e-01,2.089326e-03
3.093616e+01,1.720521e-08,9.998506e-01,2.077330e-03
3.102536e+01,1.715574e-08,9.998720e-01,2.065402e-03
3.111481e+01,1.710641e-08,9.998933e-01,2.053544e-03
3.120452e+01,1.705723e-08,9.999147e-01,2.041753e-03
3.129449e+01,1.700819e-08,9.999360e-01,2.030029e-03
3.138473e+01,1.695929e-08,9.999573e-01,2.018374e-03
3.147522e+01,1.691052e-08,9.999787e-01,2.006785e-03
3.156597e+01,1.686190e-08,1.000000e+00,1.995262e-03
